track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Over Now,"Jerry Cantrell, Sean Kinney",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nona Tapes,1995,,Alternative Pop/RockAlternative/Indie RockGrungeHeavy Metal,,,,,3.0
Head Creeps,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nona Tapes,1995,,Alternative Pop/RockAlternative/Indie RockGrungeHeavy Metal,,,,,3.0
Nutshell,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Brother,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
No Excuses,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Sludge Factory,"Jerry Cantrell, Kirk Hammett, James Hetfield, Sean Kinney, Layne Staley, Lars Ulrich",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",Politics/Society,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Down In A Hole,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Angry Chair,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Rooster,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Got Me Wrong,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Heaven Beside You,"Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Would?,Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Frogs,"Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Over Now,"Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
The Killer Is Me,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Intense, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Cold, Gloomy, Somber, Druggy",,Unplugged,1996,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5
Get Born Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Dramatic, Eerie, Intense, Lively, Menacing, Ominous, Theatrical, Volatile, Reflective",Feeling Blue,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
We Die Young,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Man in the Box,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Them Bones,Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Iron Gland,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Angry Chair,Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Down in a Hole,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Rooster,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Got Me Wrong,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
No Excuses,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
I Stay Away,"Jerry Cantrell, Michael Inez, Mike Inez, Layne Staley","Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Dramatic, Eerie, Quirky, Reflective",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
What the Hell Have I,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Eerie, Intense, Ominous, Volatile, Reflective",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Grind,Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Would?,Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,Nothing Safe,1999,01:02:43,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 16, 1993 - October, 1998",,"Anguished/Distraught, Bitter, Nihilistic, Tense/Anxious, Aggressive, Angst-Ridden, Bleak, Brooding, Cathartic, Druggy, Gloomy, Intense, Malevolent, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Get Born Again,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Visceral, Gloomy, Aggressive, Angry, Angst-Ridden, Anguished/Distraught, Bleak, Confrontational, Crunchy, Dramatic, Eerie, Intense, Lively, Menacing, Ominous, Theatrical, Volatile, Reflective",Feeling Blue,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
I Can't Have You Blues,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge","Quirky, Yearning",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Whatcha Gonna Do,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Aggressive, Yearning","Feeling Blue, Loss/Grief",Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Social Parasite,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge",Aggressive,Reflection,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Queen of the Rodeo,Layne Staley,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Brooding, Visceral, Bleak, Cathartic, Gloomy, Intimate, Melancholy, Reflective, Somber, Wistful, Druggy",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Bleed the Freak,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Motivation,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Killing Yourself,"Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge","Aggressive, Energetic",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
We Die Young,Jerry Cantrell,"Pop/Rock, Electronic","Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Club/Dance, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Brash, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Hostile, Lively, Nihilistic, Volatile, Brooding, Gloomy, Theatrical",Feeling Blue,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Man in the Box,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
Sea Of Sorrow,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",Feeling Blue,Music Bank,1999,03:40:10,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Aggressive, Bitter, Menacing, Tense/Anxious, Visceral, Angst-Ridden, Bleak, Brooding, Gloomy, Malevolent, Nihilistic, Ominous, Somber","Heartache, Jealousy, Loss/Grief, Regret, Scary Music",4.0
