track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Dusty,Down on the Upside,1996,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Self-Conscious, Tense/Anxious, Volatile, Gloomy, Literate, Angst-Ridden, Cerebral, Confrontational, Organic, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Ty Cobb,Down on the Upside,1996,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Aggressive, Angst-Ridden, Fiery, Intense, Self-Conscious, Tense/Anxious, Volatile, Literate, Energetic, Cerebral, Confrontational, Dramatic, Organic",Politics/Society,01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Blow Up the Outside World,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Gloomy, Literate, Nihilistic, Organic, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Confrontational, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Burden in My Hand,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Searching, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Gloomy, Literate, Confrontational, Organic, Somber","Feeling Blue, In Love, Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Never Named,Down on the Upside,1996,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Self-Conscious, Tense/Anxious, Volatile, Gloomy, Literate, Angst-Ridden, Cerebral, Confrontational, Organic, Searching, Somber","Introspection, Reflection, Regret",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Applebite,Down on the Upside,1996,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Never the Machine Forever,Down on the Upside,1996,Kim Thayil,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Tighter & Tighter,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Gloomy, Hostile, Literate, Somber, Snide, Acerbic, Confrontational, Earnest, Organic, Volatile, Harsh","Imagination, Solitude",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
No Attention,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Switch Opens,Down on the Upside,1996,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Overfloater,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Cerebral, Suffocating, Gloomy, Literate, Angst-Ridden, Confrontational, Earnest, Organic, Self-Conscious, Snide, Tense/Anxious, Acerbic, Brooding, Ominous, Paranoid, Volatile, Bitter","Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
An Unkind,Down on the Upside,1996,Ben Shepherd,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Imagination, Introspection, Reflection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Boot Camp,Down on the Upside,1996,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Cerebral, Tense/Anxious, Urgent, Gloomy, Organic, Searching, Somber, Earnest, Acerbic, Atmospheric, Brooding","Solitude, Introspection",01:05:55,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,"Auer, Jon Bad Animals Studio, Seattle, WA Studio Litho, Seattle, WA","Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Visceral, Brash, Cathartic, Crunchy, Intense, Kinetic, Tense/Anxious, Urgent, Volatile, Angry, Angst-Ridden, Cerebral, Confrontational, Defiant, Earnest, Fiery, Gloomy, Introspective, Literate, Melodic, Ominous, Organic, Paranoid, Reverent, Sprawling, Acerbic, Aggressive, Energetic, Harsh, Hostile, Raucous, Rousing, Menacing, Self-Conscious, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",3.0
Soundgarden Interview,Interview,1997,,,,,,36:32,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,,,3.0
Nothing to Say,A-Sides,1997,"Matt Cameron, Chris Cornell, Kim Thayil, Hiro Yamamoto",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Flower,A-Sides,1997,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Brooding, Gloomy, Literate, Paranoid, Self-Conscious, Organic, Snide, Somber, Tense/Anxious, Acerbic, Bitter, Cerebral, Earnest, Urgent","Introspection, Regret, Solitude",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Loud Love,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Cerebral, Ominous","Imagination, In Love",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Hands All Over,A-Sides,1997,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy","Imagination, Politics/Society",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Get on the Snake,A-Sides,1997,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Confrontational","Imagination, Drinking",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Jesus Christ Pose,A-Sides,1997,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Stoner Metal","Angst-Ridden, Anguished/Distraught, Bleak, Brooding, Confrontational, Fierce, Gloomy, Harsh, Hostile, Intense, Nihilistic, Ominous, Somber, Tense/Anxious, Uncompromising, Unsettling, Urgent, Visceral, Rebellious","Loss/Grief, Politics/Society, Scary Music",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
Outshined,A-Sides,1997,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Gloomy, Ominous, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Harsh, Literate, Snide, Acerbic, Confrontational, Earnest, Organic, Hostile, Volatile","Empowerment, Exercise/Workout, Feeling Blue, Guys Night Out, Motivation, Sports",01:18:42,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Anguished/Distraught, Bitter, Bleak, Brooding, Dramatic, Fierce, Gritty, Heavy, Mighty, Powerful, Somber, Strong, Tense/Anxious, Visceral, Angst-Ridden, Brash, Cathartic, Crunchy, Gloomy, Intense, Kinetic, Literate, Self-Conscious, Urgent, Angry, Confrontational, Defiant, Earnest, Fiery, Introspective, Melodic, Ominous, Paranoid, Reverent, Sprawling, Volatile, Acerbic, Aggressive, Cerebral, Energetic, Harsh, Hostile, Organic, Raucous, Rousing, Menacing, Theatrical","Anger/Hostility, Catharsis, Introspection, Maverick, Pain, Conflict, Despair, Heartache, Longing, Loss/Grief, Reflection, Doubt, Imagination, Loneliness, Long Walk, Passion, Storms, Struggle, Death, Disappointment, Everyday Life, Late Night, Lifecycle, Motivation, Relationships, Cool & Cocky, Destiny, Jealousy",4.5
